renamed_proteinid,proteinid,og_number
scer2677,YIL040W,no_og
scer2678,YIL041W,no_og
scer2679,YIL042C,og
scer2680,YIL043C,og
scer2681,YIL044C,no_og
scer2682,YIL045W,no_og
scer2683,YIL046W,og
scer2684,YIL046W-A,no_og
scer2685,YIL047C,og
scer2686,YIL048W,og
scer2687,YIL049W,og
scer2688,YIL050W,no_og
scer2689,YIL051C,og
scer2690,YIL052C,og
scer2691,YIL053W,no_og
scer2692,YIL054W,no_og
scer2693,YIL055C,no_og
scer2694,YIL056W,no_og
scer2695,YIL057C,no_og
scer2696,YIL060W,no_og
scer2697,YIL061C,og
scer2698,YIL062C,og
scer2699,YIL063C,og
scer2700,YIL064W,og
scer2701,YIL065C,og
scer2702,YIL066C,og
scer2703,YIL067C,no_og
scer2704,YIL068C,no_og
scer2705,YIL069C,og
scer2706,YIL070C,no_og
scer2707,YIL071C,no_og
scer2708,YIL072W,no_og
scer2709,YIL073C,no_og
scer2710,YIL074C,og
scer2711,YIL075C,og
scer2712,YIL076W,no_og
scer2713,YIL077C,no_og
scer2714,YIL078W,og
scer2715,YIL079C,no_og
scer2716,YIL082W-A,og
scer2717,YIL083C,og
scer2718,YIL084C,no_og
scer2719,YIL085C,no_og
scer2720,YIL087C,no_og
scer2721,YIL088C,no_og
scer2722,YIL089W,no_og
scer2723,YIL090W,no_og
scer2724,YIL091C,og
scer2725,YIL092W,no_og
scer2726,YIL093C,no_og
scer2727,YIL094C,no_og
scer2728,YIL095W,no_og
scer2729,YIL096C,no_og
scer2730,YIL097W,og
scer2731,YIL098C,no_og
scer2732,YIL099W,no_og
scer2733,YIL101C,no_og
scer2734,YIL102C,no_og
scer2735,YIL102C-A,no_og
scer2736,YIL103W,og
scer2737,YIL104C,og
scer2738,YIL105C,no_og
scer2739,YIL105W-A,no_og
scer2740,YIL106W,og
scer2741,YIL107C,no_og
scer2742,YIL108W,no_og
scer2743,YIL109C,og
scer2744,YIL110W,og
scer2745,YIL111W,no_og
scer2746,YIL112W,no_og
scer2747,YIL113W,og
scer2748,YIL114C,no_og
scer2749,YIL115C,no_og
scer2750,YIL116W,no_og
scer2751,YIL117C,no_og
scer2752,YIL118W,no_og
scer2753,YIL119C,no_og
scer2754,YIL120W,no_og
scer2755,YIL121W,no_og
scer2756,YIL122W,no_og
scer2757,YIL123W,no_og
scer2758,YIL124W,og
scer2759,YIL125W,og
scer2760,YIL126W,no_og
scer2761,YIL127C,no_og
scer2762,YIL128W,no_og
scer2763,YIL129C,no_og
scer2764,YIL130W,no_og
scer2765,YIL131C,og
scer2766,YIL132C,no_og
scer2767,YIL133C,og
scer2768,YIL134C-A,no_og
scer2769,YIL134W,og
scer2770,YIL135C,no_og
scer2771,YIL136W,no_og
scer2772,YIL137C,no_og
scer2773,YIL138C,no_og
scer2774,YIL139C,no_og
scer2775,YIL140W,no_og
scer2776,YIL142W,og
scer2777,YIL143C,og
scer2778,YIL144W,og
scer2779,YIL145C,no_og
scer2780,YIL146C,no_og
scer2781,YIL147C,no_og
scer2782,YIL148W,og
scer2783,YIL149C,no_og
scer2784,YIL150C,no_og
scer2785,YIL151C,no_og
scer2786,YIL152W,no_og
scer2787,YIL153W,og
scer2788,YIL154C,no_og
scer2789,YIL155C,og
scer2790,YIL156W,no_og
scer2791,YIL156W-B,no_og
scer2792,YIL157C,no_og
scer2793,YIL158W,no_og
scer2794,YIL159W,no_og
scer2795,YIL160C,og
scer2796,YIL161W,no_og
scer2797,YIL162W,no_og
scer2798,YIL163C,no_og
scer2799,YIL164C,og
scer2800,YIL165C,no_og
scer2801,YIL166C,no_og
scer2802,YIL167W,no_og
scer2803,YIL169C,no_og
scer2804,YIL172C,og
scer2805,YIL173W,no_og
scer2806,YIL176C,no_og
scer2807,YIL177C,no_og
scer2808,YIR001C,og
scer2809,YIR002C,no_og
scer2810,YIR003W,no_og
scer2811,YIR004W,no_og
scer2812,YIR005W,no_og
scer2813,YIR006C,no_og
scer2814,YIR007W,no_og
scer2815,YIR008C,og
scer2816,YIR009W,no_og
scer2817,YIR010W,no_og
scer2818,YIR011C,no_og
scer2819,YIR012W,no_og
scer2820,YIR013C,no_og
scer2821,YIR014W,no_og
scer2822,YIR015W,no_og
scer2823,YIR016W,no_og
scer2824,YIR017C,no_og
scer2825,YIR018C-A,no_og
scer2826,YIR018W,no_og
scer2827,YIR019C,no_og
scer2828,YIR020C,no_og
scer2829,YIR021W,no_og
scer2830,YIR021W-A,no_og
scer2831,YIR022W,og
scer2832,YIR023W,no_og
scer2833,YIR024C,no_og
scer2834,YIR025W,no_og
scer2835,YIR026C,og
scer2836,YIR027C,og
scer2837,YIR028W,no_og
scer2838,YIR029W,og
scer2839,YIR030C,no_og
scer2840,YIR031C,no_og
scer2841,YIR032C,no_og
scer2842,YIR033W,no_og
scer2843,YIR034C,no_og
scer2844,YIR035C,og
scer2845,YIR036C,og
scer2846,YIR037W,og
scer2847,YIR038C,no_og
scer2848,YIR039C,no_og
scer2849,YIR041W,no_og
scer2850,YIR042C,no_og
scer2851,YIR043C,no_og
scer2852,YJL001W,og
scer2853,YJL002C,og
scer2854,YJL003W,no_og
scer2855,YJL004C,og
scer2856,YJL005W,no_og
scer2857,YJL006C,no_og
scer2858,YJL008C,og
scer2859,YJL010C,no_og
scer2860,YJL011C,og
scer2861,YJL012C,no_og
scer2862,YJL013C,no_og
scer2863,YJL014W,og
scer2864,YJL016W,no_og
scer2865,YJL019W,no_og
scer2866,YJL020C,no_og
scer2867,YJL023C,no_og
scer2868,YJL024C,og
scer2869,YJL025W,no_og
scer2870,YJL026W,og
scer2871,YJL027C,no_og
scer2872,YJL028W,no_og
scer2873,YJL029C,no_og
scer2874,YJL030W,og
scer2875,YJL031C,no_og
scer2876,YJL033W,og
scer2877,YJL034W,og
scer2878,YJL035C,og
scer2879,YJL036W,og
scer2880,YJL037W,no_og
scer2881,YJL038C,no_og
scer2882,YJL039C,no_og
scer2883,YJL041W,no_og
scer2884,YJL042W,no_og
scer2885,YJL043W,no_og
scer2886,YJL044C,no_og
scer2887,YJL045W,og
scer2888,YJL046W,og
scer2889,YJL047C,no_og
scer2890,YJL047C-A,no_og
scer2891,YJL048C,no_og
scer2892,YJL049W,no_og
scer2893,YJL050W,og
scer2894,YJL051W,no_og
scer2895,YJL052C-A,no_og
scer2896,YJL052W,og
scer2897,YJL053W,og
scer2898,YJL054W,no_og
scer2899,YJL055W,no_og
scer2900,YJL056C,no_og
scer2901,YJL057C,no_og
scer2902,YJL058C,no_og
scer2903,YJL059W,og
scer2904,YJL060W,og
scer2905,YJL061W,no_og
scer2906,YJL062W,og
scer2907,YJL062W-A,no_og
scer2908,YJL063C,og
scer2909,YJL065C,og
scer2910,YJL066C,no_og
scer2911,YJL068C,og
scer2912,YJL069C,og
scer2913,YJL070C,no_og
scer2914,YJL071W,no_og
scer2915,YJL072C,og
scer2916,YJL073W,no_og
scer2917,YJL074C,og
scer2918,YJL076W,no_og
scer2919,YJL077C,no_og
scer2920,YJL077W-A,no_og
scer2921,YJL077W-B,no_og
scer2922,YJL078C,no_og
scer2923,YJL079C,og
scer2924,YJL080C,no_og
scer2925,YJL081C,no_og
scer2926,YJL082W,no_og
scer2927,YJL083W,no_og
scer2928,YJL084C,no_og
scer2929,YJL085W,no_og
scer2930,YJL087C,no_og
scer2931,YJL088W,og
scer2932,YJL089W,no_og
scer2933,YJL090C,no_og
scer2934,YJL091C,og
scer2935,YJL092W,no_og
scer2936,YJL093C,no_og
scer2937,YJL094C,no_og
scer2938,YJL095W,no_og
scer2939,YJL096W,og
scer2940,YJL097W,og
scer2941,YJL098W,no_og
scer2942,YJL099W,no_og
scer2943,YJL100W,og
scer2944,YJL101C,og
scer2945,YJL102W,og
scer2946,YJL103C,no_og
scer2947,YJL104W,og
scer2948,YJL105W,no_og
scer2949,YJL106W,og
scer2950,YJL107C,no_og
scer2951,YJL108C,no_og
scer2952,YJL109C,no_og
scer2953,YJL110C,no_og
scer2954,YJL111W,og
scer2955,YJL112W,no_og
scer2956,YJL113W,no_og
scer2957,YJL114W,no_og
scer2958,YJL115W,og
scer2959,YJL116C,no_og
scer2960,YJL117W,no_og
scer2961,YJL118W,no_og
scer2962,YJL121C,og
scer2963,YJL122W,no_og
scer2964,YJL123C,no_og
scer2965,YJL124C,og
scer2966,YJL125C,og
scer2967,YJL126W,og
scer2968,YJL127C,no_og
scer2969,YJL127C-B,no_og
scer2970,YJL128C,og
scer2971,YJL129C,no_og
scer2972,YJL130C,og
scer2973,YJL131C,no_og
scer2974,YJL132W,no_og
scer2975,YJL133C-A,no_og
scer2976,YJL133W,og
scer2977,YJL134W,og
scer2978,YJL136C,og
scer2979,YJL136W-A,no_og
scer2980,YJL137C,og
scer2981,YJL138C,og
scer2982,YJL139C,no_og
scer2983,YJL140W,no_og
scer2984,YJL141C,og
scer2985,YJL143W,og
scer2986,YJL144W,no_og
scer2987,YJL145W,no_og
scer2988,YJL146W,no_og
scer2989,YJL147C,no_og
scer2990,YJL148W,no_og
scer2991,YJL149W,no_og
scer2992,YJL151C,no_og
scer2993,YJL153C,og
scer2994,YJL154C,og
scer2995,YJL155C,og
scer2996,YJL156C,no_og
scer2997,YJL157C,no_og
scer2998,YJL158C,no_og
scer2999,YJL159W,no_og
scer3000,YJL160C,no_og
scer3001,YJL161W,no_og
scer3002,YJL162C,no_og
scer3003,YJL163C,no_og
scer3004,YJL164C,og
scer3005,YJL165C,no_og
scer3006,YJL166W,no_og
scer3007,YJL167W,og
scer3008,YJL168C,no_og
scer3009,YJL170C,no_og
scer3010,YJL171C,no_og
scer3011,YJL172W,og
scer3012,YJL173C,no_og
scer3013,YJL174W,no_og
scer3014,YJL176C,no_og
scer3015,YJL177W,og
scer3016,YJL178C,no_og
scer3017,YJL179W,no_og
scer3018,YJL180C,no_og
scer3019,YJL181W,no_og
scer3020,YJL183W,no_og
scer3021,YJL184W,no_og
scer3022,YJL185C,no_og
scer3023,YJL186W,no_og
scer3024,YJL187C,no_og
scer3025,YJL189W,og
scer3026,YJL190C,og
scer3027,YJL191W,og
scer3028,YJL192C,no_og
scer3029,YJL193W,no_og
scer3030,YJL194W,og
scer3031,YJL196C,og
scer3032,YJL197W,no_og
scer3033,YJL198W,no_og
scer3034,YJL200C,no_og
scer3035,YJL201W,no_og
scer3036,YJL203W,no_og
scer3037,YJL204C,no_og
scer3038,YJL205C,no_og
scer3039,YJL206C,no_og
scer3040,YJL207C,no_og
scer3041,YJL208C,og
scer3042,YJL209W,no_og
scer3043,YJL210W,no_og
scer3044,YJL212C,no_og
scer3045,YJL213W,no_og
scer3046,YJL214W,no_og
scer3047,YJL216C,og
scer3048,YJL217W,no_og
scer3049,YJL218W,no_og
scer3050,YJL219W,og
scer3051,YJL221C,og
scer3052,YJL222W,no_og
scer3053,YJL223C,no_og
scer3054,YJL225C,no_og
scer3055,YJR001W,og
scer3056,YJR002W,no_og
scer3057,YJR003C,no_og
scer3058,YJR004C,no_og
scer3059,YJR005C-A,no_og
scer3060,YJR005W,no_og
scer3061,YJR006W,og
scer3062,YJR007W,og
scer3063,YJR008W,og
scer3064,YJR009C,og
scer3065,YJR010C-A,no_og
scer3066,YJR010W,og
scer3067,YJR011C,no_og
scer3068,YJR012C,no_og
scer3069,YJR013W,og
scer3070,YJR014W,og
scer3071,YJR015W,no_og
scer3072,YJR016C,no_og
scer3073,YJR017C,og
scer3074,YJR019C,og
scer3075,YJR021C,no_og
scer3076,YJR022W,og
scer3077,YJR024C,og
scer3078,YJR025C,og
scer3079,YJR026W,no_og
scer3080,YJR027W,no_og
scer3081,YJR028W,no_og
scer3082,YJR029W,no_og
scer3083,YJR030C,no_og
scer3084,YJR031C,no_og
scer3085,YJR032W,no_og
scer3086,YJR033C,no_og
scer3087,YJR034W,og
scer3088,YJR035W,og
scer3089,YJR036C,og
scer3090,YJR039W,no_og
scer3091,YJR040W,og
scer3092,YJR041C,no_og
scer3093,YJR042W,no_og
scer3094,YJR043C,no_og
scer3095,YJR044C,og
scer3096,YJR045C,og
scer3097,YJR046W,no_og
scer3098,YJR047C,og
scer3099,YJR048W,og
scer3100,YJR049C,og
scer3101,YJR050W,og
scer3102,YJR051W,og
scer3103,YJR052W,og
scer3104,YJR053W,no_og
scer3105,YJR054W,no_og
scer3106,YJR055W,og
scer3107,YJR056C,no_og
scer3108,YJR057W,og
scer3109,YJR058C,og
scer3110,YJR059W,no_og
scer3111,YJR060W,no_og
scer3112,YJR061W,no_og
scer3113,YJR062C,no_og
scer3114,YJR063W,og
scer3115,YJR064W,og
scer3116,YJR065C,og
scer3117,YJR066W,og
scer3118,YJR067C,no_og
scer3119,YJR068W,og
scer3120,YJR069C,og
scer3121,YJR070C,og
scer3122,YJR072C,og
scer3123,YJR073C,og
scer3124,YJR074W,og
scer3125,YJR075W,no_og
scer3126,YJR076C,no_og
scer3127,YJR077C,no_og
scer3128,YJR078W,og
scer3129,YJR079W,no_og
scer3130,YJR080C,no_og
scer3131,YJR082C,no_og
scer3132,YJR083C,no_og
scer3133,YJR084W,no_og
scer3134,YJR085C,og
scer3135,YJR086W,no_og
scer3136,YJR088C,no_og
scer3137,YJR089W,no_og
scer3138,YJR090C,no_og
scer3139,YJR091C,no_og
scer3140,YJR092W,no_og
scer3141,YJR093C,no_og
scer3142,YJR094C,no_og
scer3143,YJR094W-A,og
scer3144,YJR095W,no_og
scer3145,YJR096W,og
scer3146,YJR097W,og
scer3147,YJR098C,no_og
scer3148,YJR099W,og
scer3149,YJR100C,no_og
scer3150,YJR101W,no_og
scer3151,YJR102C,og
scer3152,YJR103W,og
scer3153,YJR104C,og
scer3154,YJR105W,og
scer3155,YJR106W,no_og
scer3156,YJR107W,og
scer3157,YJR108W,no_og
scer3158,YJR109C,no_og
scer3159,YJR110W,og
scer3160,YJR111C,no_og
scer3161,YJR112W,no_og
scer3162,YJR112W-A,no_og
scer3163,YJR113C,no_og
scer3164,YJR115W,no_og
scer3165,YJR116W,og
scer3166,YJR117W,og
scer3167,YJR118C,no_og
scer3168,YJR119C,og
scer3169,YJR120W,no_og
scer3170,YJR121W,og
scer3171,YJR122W,og
scer3172,YJR123W,og
scer3173,YJR124C,no_og
scer3174,YJR125C,no_og
scer3175,YJR126C,og
scer3176,YJR127C,no_og
scer3177,YJR129C,og
scer3178,YJR130C,no_og
scer3179,YJR131W,og
scer3180,YJR132W,og
scer3181,YJR133W,no_og
scer3182,YJR134C,no_og
scer3183,YJR135C,no_og
scer3184,YJR135W-A,og
scer3185,YJR136C,no_og
scer3186,YJR137C,no_og
scer3187,YJR138W,no_og
scer3188,YJR139C,no_og
scer3189,YJR140C,no_og
scer3190,YJR141W,no_og
scer3191,YJR142W,og
scer3192,YJR143C,og
scer3193,YJR144W,og
scer3194,YJR145C,og
scer3195,YJR146W,no_og
scer3196,YJR147W,no_og
scer3197,YJR148W,og
scer3198,YJR149W,no_og
scer3199,YJR150C,no_og
scer3200,YJR151C,no_og
scer3201,YJR151W-A,no_og
scer3202,YJR152W,no_og
scer3203,YJR153W,no_og
scer3204,YJR154W,no_og
scer3205,YJR155W,og
scer3206,YJR156C,no_og
scer3207,YJR158W,og
scer3208,YJR159W,og
scer3209,YJR160C,no_og
scer3210,YJR161C,no_og
scer3211,YKL001C,no_og
scer3212,YKL002W,og
scer3213,YKL003C,og
scer3214,YKL004W,og
scer3215,YKL005C,no_og
scer3216,YKL006C-A,no_og
scer3217,YKL006W,og
scer3218,YKL007W,og
scer3219,YKL008C,no_og
scer3220,YKL009W,og
scer3221,YKL010C,no_og
scer3222,YKL011C,no_og
scer3223,YKL012W,no_og
scer3224,YKL013C,og
scer3225,YKL014C,no_og
scer3226,YKL015W,no_og
scer3227,YKL016C,no_og
scer3228,YKL017C,og
scer3229,YKL018C-A,no_og
scer3230,YKL018W,og
scer3231,YKL019W,og
scer3232,YKL020C,no_og
scer3233,YKL021C,og
scer3234,YKL022C,og
scer3235,YKL023C-A,no_og
scer3236,YKL023W,no_og
scer3237,YKL024C,og
scer3238,YKL025C,og
scer3239,YKL026C,og
scer3240,YKL027W,no_og
scer3241,YKL028W,no_og
scer3242,YKL029C,no_og
scer3243,YKL032C,no_og
scer3244,YKL033W,no_og
scer3245,YKL033W-A,og
scer3246,YKL034W,no_og
scer3247,YKL035W,og
scer3248,YKL037W,no_og
scer3249,YKL038W,no_og
scer3250,YKL039W,og
scer3251,YKL040C,og
scer3252,YKL041W,og
scer3253,YKL042W,no_og
scer3254,YKL043W,no_og
scer3255,YKL044W,no_og
scer3256,YKL045W,og
scer3257,YKL046C,no_og
scer3258,YKL047W,no_og
scer3259,YKL048C,no_og
scer3260,YKL049C,no_og
scer3261,YKL050C,no_og
scer3262,YKL051W,no_og
scer3263,YKL052C,no_og
scer3264,YKL053C-A,og
scer3265,YKL054C,no_og
scer3266,YKL055C,og
scer3267,YKL056C,og
scer3268,YKL057C,no_og
scer3269,YKL058W,og
scer3270,YKL059C,no_og
scer3271,YKL060C,no_og
scer3272,YKL061W,no_og
scer3273,YKL062W,no_og
scer3274,YKL063C,no_og
scer3275,YKL064W,no_og
scer3276,YKL065C,no_og
scer3277,YKL065W-A,no_og
scer3278,YKL067W,no_og
scer3279,YKL068W,og
scer3280,YKL068W-A,no_og
scer3281,YKL069W,no_og
scer3282,YKL070W,no_og
scer3283,YKL071W,og
scer3284,YKL072W,no_og
scer3285,YKL073W,og
scer3286,YKL074C,no_og
scer3287,YKL075C,no_og
scer3288,YKL077W,no_og
scer3289,YKL078W,no_og
scer3290,YKL079W,og
scer3291,YKL080W,og
scer3292,YKL081W,og
scer3293,YKL082C,no_og
scer3294,YKL084W,no_og
scer3295,YKL085W,og
scer3296,YKL086W,og
scer3297,YKL087C,og
scer3298,YKL088W,no_og
scer3299,YKL089W,no_og
scer3300,YKL090W,no_og
scer3301,YKL091C,og
scer3302,YKL092C,no_og
scer3303,YKL093W,no_og
scer3304,YKL094W,og
scer3305,YKL095W,og
scer3306,YKL096C-B,no_og
scer3307,YKL096W,no_og
scer3308,YKL096W-A,no_og
scer3309,YKL098W,no_og
scer3310,YKL099C,og
scer3311,YKL100C,no_og
scer3312,YKL101W,no_og
scer3313,YKL103C,no_og
scer3314,YKL104C,og
scer3315,YKL105C,no_og
scer3316,YKL106C-A,no_og
scer3317,YKL106W,no_og
scer3318,YKL107W,no_og
scer3319,YKL108W,no_og
scer3320,YKL109W,no_og
scer3321,YKL110C,og
scer3322,YKL112W,no_og
scer3323,YKL113C,og
scer3324,YKL114C,og
scer3325,YKL116C,og
scer3326,YKL117W,og
scer3327,YKL119C,no_og
scer3328,YKL120W,og
scer3329,YKL121W,no_og
scer3330,YKL122C,no_og
scer3331,YKL124W,no_og
scer3332,YKL125W,no_og
scer3333,YKL126W,no_og
scer3334,YKL127W,og
scer3335,YKL128C,no_og
scer3336,YKL129C,og
scer3337,YKL130C,no_og
scer3338,YKL132C,no_og
scer3339,YKL133C,no_og
scer3340,YKL134C,og
scer3341,YKL135C,og
scer3342,YKL137W,no_og
scer3343,YKL138C,no_og
scer3344,YKL138C-A,no_og
scer3345,YKL139W,og
scer3346,YKL140W,og
scer3347,YKL141W,og
scer3348,YKL142W,no_og
scer3349,YKL143W,no_og
scer3350,YKL144C,og
scer3351,YKL145W,og
scer3352,YKL146W,og
scer3353,YKL148C,og
scer3354,YKL149C,og
scer3355,YKL150W,no_og
scer3356,YKL151C,og
scer3357,YKL152C,og
scer3358,YKL154W,og
scer3359,YKL155C,no_og
scer3360,YKL156W,og
scer3361,YKL157W,og
scer3362,YKL159C,no_og
scer3363,YKL160W,og
scer3364,YKL161C,no_og
scer3365,YKL162C,no_og
scer3366,YKL163W,no_og
scer3367,YKL164C,no_og
scer3368,YKL165C,og
scer3369,YKL166C,no_og
scer3370,YKL167C,no_og
scer3371,YKL168C,no_og
scer3372,YKL170W,no_og
scer3373,YKL171W,no_og
scer3374,YKL172W,og
scer3375,YKL173W,no_og
scer3376,YKL174C,no_og
scer3377,YKL175W,no_og
scer3378,YKL176C,no_og
scer3379,YKL178C,no_og
scer3380,YKL179C,og
scer3381,YKL180W,og
scer3382,YKL181W,no_og
scer3383,YKL182W,no_og
scer3384,YKL183C-A,no_og
scer3385,YKL183W,no_og
scer3386,YKL184W,og
scer3387,YKL185W,no_og
scer3388,YKL186C,no_og
scer3389,YKL187C,no_og
scer3390,YKL188C,og
scer3391,YKL189W,og
scer3392,YKL190W,og
scer3393,YKL191W,og
scer3394,YKL192C,og
scer3395,YKL193C,og
scer3396,YKL194C,no_og
scer3397,YKL195W,no_og
scer3398,YKL196C,og
scer3399,YKL197C,og
scer3400,YKL198C,no_og
scer3401,YKL201C,no_og
scer3402,YKL203C,og
scer3403,YKL204W,no_og
scer3404,YKL205W,no_og
scer3405,YKL206C,no_og
scer3406,YKL207W,og
scer3407,YKL208W,no_og
scer3408,YKL209C,og
scer3409,YKL210W,og
scer3410,YKL211C,no_og
scer3411,YKL212W,og
scer3412,YKL213C,og
scer3413,YKL214C,no_og
scer3414,YKL215C,og
scer3415,YKL216W,og
scer3416,YKL217W,no_og
scer3417,YKL218C,og
scer3418,YKL219W,no_og
scer3419,YKL220C,no_og
scer3420,YKL221W,og
scer3421,YKL222C,no_og
scer3422,YKL224C,no_og
scer3423,YKR001C,og
scer3424,YKR002W,og
scer3425,YKR003W,no_og
scer3426,YKR004C,no_og
scer3427,YKR005C,no_og
scer3428,YKR006C,no_og
scer3429,YKR007W,no_og
scer3430,YKR008W,no_og
scer3431,YKR009C,og
scer3432,YKR010C,no_og
scer3433,YKR011C,no_og
scer3434,YKR013W,og
scer3435,YKR014C,no_og
scer3436,YKR015C,no_og
scer3437,YKR016W,no_og
scer3438,YKR017C,og
scer3439,YKR018C,no_og
scer3440,YKR019C,no_og
scer3441,YKR020W,no_og
scer3442,YKR021W,no_og
scer3443,YKR022C,no_og
scer3444,YKR023W,no_og
scer3445,YKR024C,og
scer3446,YKR025W,no_og
scer3447,YKR026C,og
scer3448,YKR027W,no_og
scer3449,YKR028W,no_og
scer3450,YKR029C,no_og
scer3451,YKR030W,og
scer3452,YKR031C,no_og
scer3453,YKR034W,no_og
scer3454,YKR035W-A,og
scer3455,YKR036C,no_og
scer3456,YKR037C,no_og
scer3457,YKR038C,og
scer3458,YKR039W,no_og
scer3459,YKR041W,no_og
scer3460,YKR042W,no_og
scer3461,YKR043C,no_og
scer3462,YKR044W,no_og
scer3463,YKR045C,no_og
scer3464,YKR046C,no_og
scer3465,YKR048C,og
scer3466,YKR049C,no_og
scer3467,YKR050W,no_og
scer3468,YKR051W,og
scer3469,YKR052C,og
scer3470,YKR053C,og
scer3471,YKR054C,og
scer3472,YKR055W,no_og
scer3473,YKR056W,no_og
scer3474,YKR057W,og
scer3475,YKR058W,no_og
scer3476,YKR059W,og
scer3477,YKR060W,no_og
scer3478,YKR061W,no_og
scer3479,YKR062W,no_og
scer3480,YKR063C,no_og
scer3481,YKR064W,no_og
scer3482,YKR065C,og
scer3483,YKR066C,no_og
scer3484,YKR067W,no_og
scer3485,YKR068C,og
scer3486,YKR069W,no_og
scer3487,YKR070W,og
scer3488,YKR071C,no_og
scer3489,YKR072C,no_og
scer3490,YKR074W,og
scer3491,YKR075C,no_og
scer3492,YKR076W,no_og
scer3493,YKR077W,no_og
scer3494,YKR078W,no_og
scer3495,YKR079C,og
scer3496,YKR080W,og
scer3497,YKR081C,og
scer3498,YKR082W,no_og
scer3499,YKR083C,no_og
scer3500,YKR084C,no_og
scer3501,YKR085C,no_og
scer3502,YKR086W,og
scer3503,YKR087C,og
scer3504,YKR088C,no_og
scer3505,YKR089C,no_og
scer3506,YKR090W,no_og
scer3507,YKR091W,no_og
scer3508,YKR092C,no_og
scer3509,YKR093W,og
scer3510,YKR094C,og
scer3511,YKR095W,no_og
scer3512,YKR095W-A,no_og
scer3513,YKR096W,no_og
scer3514,YKR097W,no_og
scer3515,YKR098C,og
scer3516,YKR099W,no_og
scer3517,YKR100C,no_og
scer3518,YKR101W,no_og
scer3519,YKR102W,no_og
scer3520,YKR103W,og
scer3521,YKR104W,og
scer3522,YKR105C,no_og
scer3523,YKR106W,no_og
scer3524,YLL001W,og
scer3525,YLL002W,no_og
scer3526,YLL003W,no_og
scer3527,YLL004W,no_og
scer3528,YLL005C,no_og
scer3529,YLL006W,no_og
scer3530,YLL006W-A,no_og
scer3531,YLL007C,no_og
scer3532,YLL008W,og
scer3533,YLL009C,og
scer3534,YLL010C,no_og
scer3535,YLL011W,og
scer3536,YLL012W,no_og
scer3537,YLL013C,no_og
scer3538,YLL014W,no_og
scer3539,YLL015W,og
scer3540,YLL018C,og
scer3541,YLL018C-A,og
scer3542,YLL019C,og
scer3543,YLL021W,no_og
scer3544,YLL022C,no_og
scer3545,YLL023C,no_og
scer3546,YLL024C,og
scer3547,YLL025W,no_og
scer3548,YLL026W,no_og
scer3549,YLL027W,no_og
scer3550,YLL028W,no_og
scer3551,YLL029W,og
scer3552,YLL031C,og
scer3553,YLL032C,no_og
scer3554,YLL033W,no_og
scer3555,YLL034C,og
scer3556,YLL035W,no_og
scer3557,YLL036C,no_og
scer3558,YLL038C,no_og
scer3559,YLL039C,og
scer3560,YLL040C,no_og
scer3561,YLL041C,og
scer3562,YLL042C,no_og
scer3563,YLL043W,no_og
scer3564,YLL045C,og
scer3565,YLL046C,no_og
scer3566,YLL048C,og
scer3567,YLL049W,no_og
scer3568,YLL050C,og
scer3569,YLL051C,no_og
scer3570,YLL052C,no_og
scer3571,YLL053C,no_og
scer3572,YLL054C,no_og
scer3573,YLL055W,no_og
scer3574,YLL056C,no_og
scer3575,YLL057C,no_og
scer3576,YLL058W,no_og
scer3577,YLL060C,og
scer3578,YLL061W,no_og
scer3579,YLL062C,og
scer3580,YLL063C,no_og
scer3581,YLL064C,no_og
scer3582,YLL066C,no_og
scer3583,YLL066W-B,no_og
scer3584,YLL067C,no_og
scer3585,YLR001C,no_og
scer3586,YLR002C,og
scer3587,YLR003C,no_og
scer3588,YLR004C,no_og
scer3589,YLR005W,og
scer3590,YLR006C,no_og
scer3591,YLR007W,og
scer3592,YLR008C,og
scer3593,YLR009W,og
scer3594,YLR010C,no_og
scer3595,YLR011W,no_og
scer3596,YLR012C,no_og
scer3597,YLR013W,no_og
scer3598,YLR014C,no_og
scer3599,YLR015W,no_og
scer3600,YLR016C,og
scer3601,YLR017W,og
scer3602,YLR018C,no_og
scer3603,YLR019W,og
scer3604,YLR020C,no_og
scer3605,YLR021W,no_og
scer3606,YLR022C,og
scer3607,YLR023C,no_og
scer3608,YLR024C,no_og
scer3609,YLR025W,og
scer3610,YLR026C,og
scer3611,YLR027C,og
scer3612,YLR028C,og
scer3613,YLR029C,og
scer3614,YLR030W,no_og
scer3615,YLR031W,no_og
scer3616,YLR032W,og
scer3617,YLR033W,no_og
scer3618,YLR034C,og
scer3619,YLR035C,no_og
scer3620,YLR035C-A,no_og
scer3621,YLR036C,no_og
scer3622,YLR037C,no_og
scer3623,YLR038C,og
scer3624,YLR039C,no_og
scer3625,YLR040C,no_og
scer3626,YLR042C,no_og
scer3627,YLR043C,og
scer3628,YLR044C,no_og
scer3629,YLR045C,no_og
scer3630,YLR046C,no_og
scer3631,YLR047C,no_og
scer3632,YLR048W,og
scer3633,YLR049C,no_og
scer3634,YLR050C,og
scer3635,YLR051C,og
scer3636,YLR052W,no_og
scer3637,YLR053C,no_og
scer3638,YLR054C,no_og
scer3639,YLR055C,no_og
scer3640,YLR056W,og
scer3641,YLR057W,no_og
scer3642,YLR058C,og
scer3643,YLR059C,og
scer3644,YLR060W,og
scer3645,YLR061W,og
scer3646,YLR063W,no_og
scer3647,YLR064W,no_og
scer3648,YLR065C,no_og
scer3649,YLR066W,og
